Date,Ticker,Open,High,Low,Close,Adj Close,Volume,High_Low_Diff,50_MA,200_MA,Daily Return,Year,Rolling Volatility,Volatility,Return_Lag1,Return_Lag5,Return_Lag10,Volatility_Lag1,Volatility_Lag5,Volume_Lag1,Volume_Lag5,RSI,MACD_Line,MACD_Signal,MACD_Histogram,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,Bollinger_Width
2005-10-17,AAPL,1.927857041358948,1.9367860555648804,1.8814289569854736,1.9085710048675537,1.6117411851882937,616834400,0.05535709857940674,1.4894794702529908,1.2573920080065728,-0.01037019480832213,2005,0.02823288154921771,0.02823288154921771,0.004837464900963706,-0.018128188264474487,0.015482466701633557,0.02810483643217399,0.02115822943391885,1035552000.0,507505600.0,,0.0,0.0,0.0,,,,
2005-10-18,AAPL,1.901785969734192,1.926785945892334,1.864285945892334,1.8646429777145384,1.574644923210144,609588000,0.0625,1.4952460432052612,1.2604931899905205,-0.023016264843921497,2005,0.0270037231265135,0.0270037231265135,-0.01037019480832213,0.02422030256054719,-0.012674984758522467,0.02823288154921771,0.021493187144195167,616834400.0,1225884800.0,0.0,-0.0035042300862804243,-0.0007008460172560849,-0.0028033840690243395,,,,
2005-10-19,AAPL,1.8596429824829104,1.962857007980347,1.8289289474487305,1.9621429443359373,1.656981348991394,1008683200,0.13392806053161643,1.5019535994529725,1.263957045674324,0.05228888403196019,2005,0.02846064884063071,0.02846064884063071,-0.023016264843921497,-0.04535734845985562,-0.018046437544190774,0.0270037231265135,0.023183107149040993,609588000.0,2697486400.0,68.93965191708577,0.0015679998624862357,-0.00024707684130762084,0.0018150767037938566,,,,
2005-10-20,AAPL,1.9453569650650024,2.017857074737549,1.9410710334777832,2.005000114440918,1.6931729316711426,1357762000,0.07678604125976562,1.509650378227234,1.2675596377253533,0.021841876917793046,2005,0.0284443589693886,0.0284443589693886,0.05228888403196019,0.09116760849180316,-0.02046177843702457,0.02846064884063071,0.02831790846580122,1008683200.0,1865575600.0,76.16301484705303,0.008942905843683846,0.0015909196956906727,0.007351986147993173,,,,
2005-10-21,AAPL,2.0299999713897705,2.0350000858306885,1.9771430492401123,1.9878569841384888,1.6786959171295166,796726000,0.05785703659057617,1.51668363571167,1.27108607172966,-0.008550227960080425,2005,0.028092272449876537,0.028092272449876537,0.021841876917793046,0.004837464900963706,-0.00773750569091658,0.0284443589693886,0.02810483643217399,1357762000.0,1035552000.0,69.68094392919934,0.013251509470426415,0.003923037650637821,0.009328471819788593,,,,
2005-10-24,AAPL,1.973214030265808,2.0282139778137207,1.9674999713897705,2.0282139778137207,1.7127765417099,609753200,0.060714006423950195,1.5231317949295045,1.274428533911705,0.020301845160056953,2005,0.028265406495560984,0.028265406495560984,-0.008550227960080425,-0.01037019480832213,-0.018128188264474487,0.028092272449876537,0.02823288154921771,796726000.0,616834400.0,74.74157423029398,0.019695543038457552,0.007077538728201768,0.012618004310255785,,,,
2005-10-25,AAPL,2.0142860412597656,2.030356884002685,1.988929033279419,2.003571033477783,1.69196617603302,465127600,0.04142785072326616,1.5282107090950012,1.2776888054609299,-0.012150076305987079,2005,0.02828168660992397,0.02828168660992397,0.020301845160056953,-0.023016264843921497,0.02422030256054719,0.028265406495560984,0.0270037231265135,609753200.0,609588000.0,67.82844630020553,0.02255401773261312,0.010172834529084039,0.01238118320352908,,,,
2005-10-26,AAPL,2.009999990463257,2.055713891983032,1.997143030166626,2.0367860794067383,1.720015525817871,631593200,0.058570861816405806,1.5347131776809693,1.2814210876822472,0.01657796129862099,2005,0.02788650687404943,0.02788650687404943,-0.012150076305987079,0.05228888403196019,-0.04535734845985562,0.02828168660992397,0.02846064884063071,465127600.0,1008683200.0,71.39461885192092,0.027186170883533256,0.013575501799973884,0.013610669083559372,,,,
2005-10-27,AAPL,2.0353569984436035,2.0360710620880127,1.978929042816162,1.978929042816162,1.6711570024490356,411541200,0.057142019271850586,1.539695589542389,1.2848412132263183,-0.028405861828254775,2005,0.028546391681586014,0.028546391681586014,0.01657796129862099,0.021841876917793046,0.09116760849180316,0.02788650687404943,0.0284443589693886,631593200.0,1357762000.0,59.84027636523692,0.02589016065114813,0.016038433570208732,0.009851727080939399,,,,
2005-10-28,AAPL,2.0014290809631348,2.01535701751709,1.934643030166626,1.9453569650650024,1.642805814743042,769787200,0.08071398735046387,1.5446237063407897,1.2877923518419265,-0.016965005480900852,2005,0.02845206145000783,0.02845206145000783,-0.028405861828254775,-0.008550227960080425,0.004837464900963706,0.028546391681586014,0.028092272449876537,411541200.0,796726000.0,54.70321619556215,0.02190160898863258,0.017211068653893505,0.004690540334739077,,,,
